feature,ICC
ft1513,0.9436
ft1514,0.4873
ft1515,0.0326
ft1516,0.6783
ft1517,0.7252
ft1518,0.9461
ft1519,0.7653
ft1520,0.4927
ft1521,0.6067
ft1522,0.5448
ft1523,0.839
ft1524,0.3254
ft1525,0.218
ft1526,0.637
ft1527,0.8719
ft1528,0.946
ft1529,0.5294
ft1530,0.5924
ft1531,0.2467
ft1532,0.7401
ft1533,0.6037
ft1534,0.4741
ft1535,0.2949
ft1536,0.5539
ft1537,0.6838
ft1538,0.5725
ft1539,0.3521
ft1540,0.8115
ft1541,0.9216
ft1542,0.5182
ft1543,0.8204
ft1544,0.9235
ft1545,0.3157
ft1546,0.6758
ft1547,0.4167
ft1548,0.7983
ft1549,0.7375
ft1550,0.7311
ft1551,0.456
ft1552,0.6402
ft1553,0.3424
ft1554,0.8293
ft1555,0.5186
ft1556,0.8364
ft1557,0.7005
ft1558,0.8144
ft1559,0.163
ft1560,0.6148
ft1561,0.5272
ft1562,0.9423
ft1563,0.8755
ft1564,0.7378
ft1565,0.8071
ft1566,0.283
ft1567,0.468
ft1568,0.8152
ft1569,0.4799
ft1570,0.8858
ft1571,0.5649
ft1572,0.5044
ft1573,0.4534
ft1574,0.9653
ft1575,0.3811
ft1576,0.7915
ft1577,0.4769
ft1578,0.7401
ft1579,0.5064
ft1580,0.8137
ft1581,0.6494
ft1582,0.5695
ft1583,0.7621
ft1584,0.7214
ft1585,0.8036
ft1586,0.8649
ft1587,0.822
ft1588,0.817
ft1589,0.8146
ft1590,0.8274
ft1591,0.752
ft1592,0.7603
ft1593,0.5868
ft1594,0.6501
ft1595,0.5387
ft1596,0.6408
ft1597,0.2611
ft1598,0.7065
ft1599,0.8597
ft1600,0.8823
ft1601,0.7001
ft1602,0.4342
ft1603,0.7285
ft1604,0.8136
ft1605,-0.0129
ft1606,0.0284
ft1607,0.874
ft1608,0.1652
ft1609,0.7134
ft1610,0.7612
ft1611,0.5854
ft1612,0.9119
ft1613,0.2777
ft1614,0.7283
ft1615,0.6251
ft1616,0.8881
ft1617,0.9465
ft1618,0.7146
ft1619,0.6643
ft1620,0.915
ft1621,0.9015
ft1622,0.688
ft1623,0.9464
ft1624,0.8729
ft1625,0.5165
ft1626,0.8885
ft1627,0.6053
ft1628,0.0132
ft1629,0.5825
ft1630,0.9416
ft1631,0.5799
ft1632,0.738
ft1633,0.3528
ft1634,0.5137
ft1635,0.2635
ft1636,0.5506
ft1637,0.7904
ft1638,0.7899
ft1639,0.5384
ft1640,0.4537
ft1641,0.3774
ft1642,0.5445
ft1643,0.5088
ft1644,0.7947
ft1645,0.6919
ft1646,0.6712
ft1647,0.4139
ft1648,0.761
ft1649,0.3121
ft1650,0.651
ft1651,0.5972
ft1652,0.7345
ft1653,0.7497
ft1654,0.6166
ft1655,0.7315
ft1656,0.8641
ft1657,0.7089
ft1658,0.9502
ft1659,0.7138
ft1660,0.8109
ft1661,0.8464
ft1662,0.8929
ft1663,0.5243
ft1664,0.912
ft1665,0.6819
ft1666,0.6008
ft1667,0.646
ft1668,0.7531
ft1669,0.5779
ft1670,0.7307
ft1671,0.6518
ft1672,0.6388
ft1673,0.8151
ft1674,0.3764
ft1675,0.8061
ft1676,0.6623
ft1677,0.6985
ft1678,0.8875
ft1679,0.4862
ft1680,0.546
ft1681,0.8799
ft1682,0.7373
ft1683,0.7468
ft1684,0.5566
ft1685,0.3376
ft1686,0.5553
ft1687,0.8078
ft1688,0.5862
ft1689,0.7083
ft1690,0.857
ft1691,0.91
ft1692,0.4076
ft1693,0.4202
ft1694,0.8075
ft1695,0.5865
ft1696,0.7028
ft1697,0.8512
ft1698,0.2944
ft1699,0.338
ft1700,0.9265
ft1701,0.5422
ft1702,0.7445
ft1703,0.7909
ft1704,0.951
ft1705,0.5599
ft1706,0.6932
ft1707,0.8613
ft1708,0.8859
ft1709,0.6624
ft1710,0.9134
ft1711,0.2854
ft1712,0.6441
ft1713,0.7691
ft1714,0.671
ft1715,0.8786
ft1716,0.395
ft1717,0.6516
ft1718,0.6353
ft1719,0.5687
ft1720,0.662
ft1721,0.4777
ft1722,0.5024
ft1723,0.5637
ft1724,0.4401
ft1725,0.7267
ft1726,0.2654
ft1727,0.7787
ft1728,0.8626
ft1729,0.7581
ft1730,0.1798
ft1731,0.8546
ft1732,0.6186
ft1733,0.6079
ft1734,0.6436
ft1735,0.5487
ft1736,0.4571
ft1737,0.9044
ft1738,0.8418
ft1739,0.3136
ft1740,0.8384
ft1741,0.7459
ft1742,0.5205
ft1743,0.8333
ft1744,0.4878
ft1745,0.6069
ft1746,0.337
ft1747,0.6338
ft1748,0.8849
ft1749,0.9291
ft1750,0.9161
ft1751,0.6939
ft1752,0.9307
ft1753,0.2392
ft1754,0.7079
ft1755,0.7662
ft1756,0.7284
ft1757,0.8971
ft1758,0.9366
ft1759,0.5849
ft1760,0.7644
ft1761,0.6618
ft1762,0.4465
ft1763,0.7372
ft1764,0.2092
ft1765,0.9145
ft1766,0.929
ft1767,0.0967
ft1768,0.3666
ft1769,0.41
ft1770,0.3761
ft1771,0.5868
ft1772,0.5858
ft1773,0.6607
ft1774,0.8525
ft1775,0.9073
ft1776,0.889
ft1777,0.1321
ft1778,0.7895
ft1779,0.3414
ft1780,0.8729
ft1781,0.8075
ft1782,0.5535
ft1783,0.943
ft1784,0.7901
ft1785,0.8898
ft1786,0.7437
ft1787,0.6224
ft1788,0.9285
ft1789,0.323
ft1790,0.6433
ft1791,0.7039
ft1792,0.8229
ft1793,0.7163
ft1794,0.8323
ft1795,0.6536
ft1796,0.1666
ft1797,0.7519
ft1798,0.3113
ft1799,0.5327
ft1800,0.5675
ft1801,0.7831
ft1802,0.7065
ft1803,0.6347
ft1804,0.7398
ft1805,0.6732
ft1806,0.881
ft1807,0.8413
ft1808,0.2908
ft1809,0.6604
ft1810,0.8257
ft1811,0.427
ft1812,0.7574
ft1813,0.853
ft1814,0.3236
ft1815,0.5325
ft1816,0.7853
ft1817,0.8091
ft1818,0.5293
ft1819,0.3492
ft1820,0.6604
ft1821,0.8355
ft1822,0.8184
ft1823,0.6868
ft1824,0.5797
ft1825,0.8416
ft1826,0.5632
ft1827,0.1476
ft1828,0.5716
ft1829,0.8763
ft1830,0.6387
ft1831,0.7099
ft1832,0.7443
ft1833,0.8618
ft1834,0.9502
ft1835,0.8223
ft1836,0.616
ft1837,0.9019
ft1838,0.5887
ft1839,0.6334
ft1840,0.7236
ft1841,0.7755
ft1842,0.6291
ft1843,0.6107
ft1844,0.7434
ft1845,0.7223
ft1846,0.5165
ft1847,0.8161
ft1848,0.8226
ft1849,-0.0517
ft1850,0.2417
ft1851,0.361
ft1852,0.6354
ft1853,0.5286
ft1854,0.6011
ft1855,0.8191
ft1856,0.3948
ft1857,0.5042
ft1858,0.756
ft1859,0.7696
ft1860,0.3857
ft1861,0.8375
ft1862,0.8088
ft1863,0.3474
ft1864,0.6955
ft1865,0.5226
ft1866,0.8239
ft1867,0.7797
ft1868,0.7301
ft1869,0.3355
ft1870,0.3902
ft1871,0.6961
ft1872,0.6192
ft1873,0.4933
ft1874,0.599
ft1875,0.7698
ft1876,0.5649
ft1877,0.8422
ft1878,0.8561
ft1879,0.6633
ft1880,0.7405
ft1881,0.9359
ft1882,0.927
ft1883,0.4145
ft1884,0.5085
ft1885,0.8879
ft1886,0.6462
ft1887,0.6969
ft1888,0.5771
ft1889,0.796
ft1890,0.8439
ft1891,0.7167
ft1892,0.5705
ft1893,0.353
ft1894,0.6719
ft1895,0.9558
ft1896,0.6028
ft1897,0.507
ft1898,0.8253
ft1899,0.6424
ft1900,0.5886
ft1901,0.6329
ft1902,0.6966
ft1903,0.7856
ft1904,0.7473
ft1905,0.9131
ft1906,0.6785
ft1907,0.4533
ft1908,0.66
ft1909,0.4409
ft1910,0.9186
ft1911,0.8742
ft1912,0.8429
ft1913,0.5433
ft1914,0.8005
ft1915,0.7778
ft1916,0.7986
ft1917,0.876
ft1918,0.588
ft1919,0.8368
ft1920,0.8351
ft1921,0.572
ft1922,-0.0454
ft1923,0.8064
ft1924,0.7809
ft1925,0.403
ft1926,0.6912
ft1927,0.885
ft1928,0.465
ft1929,0.4532
ft1930,0.654
ft1931,0.5757
ft1932,0.6282
ft1933,0.1251
ft1934,0.7536
ft1935,0.2913
ft1936,0.777
ft1937,0.6665
ft1938,0.4637
ft1939,0.8607
ft1940,0.4325
ft1941,0.0566
ft1942,0.9296
ft1943,0.7575
ft1944,0.5789
ft1945,0.74
ft1946,0.7998
ft1947,0.6304
ft1948,0.5001
ft1949,0.8513
ft1950,0.5761
ft1951,0.7122
ft1952,0.7253
ft1953,0.3214
ft1954,0.8887
ft1955,0.9427
ft1956,0.6084
ft1957,0.714
ft1958,0.6593
ft1959,0.7799
ft1960,0.7831
ft1961,0.7029
ft1962,0.7513
ft1963,0.7316
ft1964,0.6709
ft1965,0.6114
ft1966,0.5185
ft1967,0.8525
ft1968,0.6062
ft1969,0.7372
ft1970,0.2444
ft1971,0.4501
ft1972,0.4047
ft1973,0.2746
ft1974,0.4175
ft1975,0.5998
ft1976,0.6142
ft1977,0.3464
ft1978,0.3294
ft1979,0.602
ft1980,0.7184
ft1981,0.5948
ft1982,0.7665
ft1983,0.7173
ft1984,0.8646
ft1985,0.5849
ft1986,0.834
ft1987,0.5906
ft1988,0.1341
ft1989,0.5578
ft1990,0.5447
ft1991,0.7914
ft1992,0.8716
ft1993,0.6144
ft1994,0.4432
ft1995,0.6759
ft1996,0.6816
ft1997,0.7561
ft1998,0.7845
ft1999,0.5873
ft2000,0.5196
ft2001,0.476
ft2002,0.8488
ft2003,0.8322
ft2004,0.73
ft2005,0.3335
ft2006,0.1221
ft2007,0.3506
ft2008,0.7702
ft2009,0.2063
ft2010,0.8416
ft2011,0.7552
ft2012,0.4826
ft2013,0.7733
ft2014,0.452
ft2015,0.6723
ft2016,0.8425
ft2017,0.4547
ft2018,0.9071
ft2019,0.909
ft2020,0.7521
ft2021,0.8137
ft2022,0.879
ft2023,0.9325
ft2024,0.5717
ft2025,0.8704
ft2026,0.863
ft2027,0.854
ft2028,0.6445
ft2029,0.9118
ft2030,0.3127
ft2031,0.6634
ft2032,0.8679
ft2033,0.8202
ft2034,0.0878
ft2035,0.707
ft2036,0.6517
ft2037,0.7384
ft2038,0.4173
ft2039,0.3386
ft2040,0.4323
ft2041,0.5131
ft2042,0.4604
ft2043,0.717
ft2044,0.6266
ft2045,0.7683
ft2046,0.577
ft2047,0.5216
