feature,ICC
ft1515,0.8266
ft1516,0.9388
ft1517,0.9183
ft1518,0.8927
ft1519,0.762
ft1520,0.9548
ft1521,0.9281
ft1522,0.872
ft1523,0.8406
ft1524,0.9756
ft1525,0.9848
ft1526,0.9296
ft1527,0.9024
ft1528,0.8516
ft1529,0.9393
ft1530,0.8484
ft1531,0.8708
ft1532,0.9421
ft1533,0.8925
ft1534,0.8756
ft1535,0.767
ft1536,0.9755
ft1537,0.924
ft1538,0.8633
ft1539,0.8614
ft1540,0.9812
ft1541,0.9102
ft1542,0.8524
ft1543,0.9704
ft1544,0.8426
ft1545,0.9115
ft1546,0.9732
ft1547,0.8936
ft1548,0.9457
ft1549,0.8981
ft1550,0.9777
ft1551,0.9379
ft1552,0.7951
ft1553,0.7591
ft1554,0.9873
ft1555,0.8967
ft1556,0.753
ft1557,0.9825
ft1558,0.8643
ft1559,0.7794
ft1560,0.7895
ft1561,0.975
ft1562,0.9613
ft1563,0.9709
ft1564,0.9681
ft1565,0.9511
ft1566,0.9253
ft1567,0.9331
ft1568,0.7633
ft1569,0.9831
ft1570,0.752
ft1571,0.9462
ft1572,0.9677
ft1573,0.9639
ft1574,0.7894
ft1575,0.8817
ft1576,0.9587
ft1577,0.9235
ft1578,0.9248
ft1579,0.9579
ft1580,0.8199
ft1581,0.9748
ft1582,0.9511
ft1583,0.8884
ft1584,0.8792
ft1585,0.9333
ft1586,0.9387
ft1587,0.7173
ft1588,0.9154
ft1589,0.956
ft1590,0.9408
ft1591,0.9626
ft1592,0.9349
ft1593,0.9326
ft1594,0.9503
ft1595,0.9363
ft1596,0.9077
ft1597,0.8685
ft1598,0.9675
ft1599,0.9754
ft1600,0.8794
ft1601,0.9175
ft1602,0.9598
ft1603,0.9161
ft1604,0.9268
ft1605,0.95
ft1606,0.8952
ft1607,0.9816
ft1608,0.9925
ft1609,0.9649
ft1610,0.9657
ft1611,0.9642
ft1612,0.8956
ft1613,0.8905
ft1614,0.929
ft1615,0.9862
ft1616,0.67
ft1617,0.9704
ft1618,0.9142
ft1619,0.9842
ft1620,0.9794
ft1621,0.964
ft1622,0.9407
ft1623,0.9807
ft1624,0.8948
ft1625,0.9311
ft1626,0.9579
ft1627,0.8922
ft1628,0.5802
ft1629,0.9537
ft1630,0.8871
ft1631,0.8974
ft1632,0.8338
ft1633,0.8571
ft1634,0.8218
ft1635,0.8464
ft1636,0.9394
ft1637,0.6904
ft1638,0.952
ft1639,0.8417
ft1640,0.7504
ft1641,0.9207
ft1642,0.969
ft1643,0.9826
ft1644,0.9863
ft1645,0.9122
ft1646,0.9289
ft1647,0.9582
ft1648,0.9762
ft1649,0.9127
ft1650,0.9713
ft1651,0.9131
ft1652,0.9403
ft1653,0.9121
ft1654,0.954
ft1655,0.5761
ft1656,0.9541
ft1657,0.8982
ft1658,0.8774
ft1659,0.985
ft1660,0.9579
ft1661,0.8096
ft1662,0.969
ft1663,0.95
ft1664,0.9169
ft1665,0.9149
ft1666,0.8731
ft1667,0.9747
ft1668,0.9507
ft1669,0.9776
ft1670,0.9126
ft1671,0.9615
ft1672,0.9308
ft1673,0.7011
ft1674,0.9811
ft1675,0.9633
ft1676,0.9007
ft1677,0.9241
ft1678,0.9195
ft1679,0.9562
ft1680,0.9204
ft1681,0.9364
ft1682,0.9774
ft1683,0.9248
ft1684,0.9535
ft1685,0.9475
ft1686,0.9523
ft1687,0.9378
ft1688,0.8198
ft1689,0.9391
ft1690,0.9399
ft1691,0.5537
ft1692,0.9899
ft1693,0.8398
ft1694,0.9503
ft1695,0.9877
ft1696,0.9521
ft1697,0.8542
ft1698,0.9046
ft1699,0.9725
ft1700,0.8889
ft1701,0.833
ft1702,0.9564
ft1703,0.9509
ft1704,0.8325
ft1705,0.9167
ft1706,0.9697
ft1707,0.9595
ft1708,0.9848
ft1709,0.9289
ft1710,0.8839
ft1711,0.7426
ft1712,0.8568
ft1713,0.8676
ft1714,0.8774
ft1715,0.8112
ft1716,0.9591
ft1717,0.9585
ft1718,0.9884
ft1719,0.9524
ft1720,0.883
ft1721,0.7759
ft1722,0.8722
ft1723,0.9888
ft1724,0.9841
ft1725,0.8905
ft1726,0.8196
ft1727,0.8774
ft1728,0.9736
ft1729,0.8829
ft1730,0.9465
ft1731,0.9613
ft1732,0.9721
ft1733,0.9459
ft1734,0.9747
ft1735,0.8833
ft1736,0.9347
ft1737,0.8035
ft1738,0.9181
ft1739,0.9636
ft1740,0.9328
ft1741,0.9505
ft1742,0.9612
ft1743,0.9105
ft1744,0.9622
ft1745,0.8237
ft1746,0.9153
ft1747,0.8991
ft1748,0.9248
ft1749,0.9824
ft1750,0.9797
ft1751,0.951
ft1752,0.9118
ft1753,0.934
ft1754,0.9782
ft1755,0.9622
ft1756,0.8956
ft1757,0.9459
ft1758,0.9616
ft1759,0.9411
ft1760,0.9762
ft1761,0.8626
ft1762,0.9174
ft1763,0.903
ft1764,0.923
ft1765,0.9576
ft1766,0.9731
ft1767,0.8199
ft1768,0.8702
ft1769,0.9655
ft1770,0.9761
ft1771,0.8998
ft1772,0.8786
ft1773,0.8405
ft1774,0.9067
ft1775,0.834
ft1776,0.8128
ft1777,0.9148
ft1778,0.9362
ft1779,0.9327
ft1780,0.8964
ft1781,0.8313
ft1782,0.9054
ft1783,0.8211
ft1784,0.9873
ft1785,0.9266
ft1786,0.5939
ft1787,0.9372
ft1788,0.9175
ft1789,0.9721
ft1790,0.8612
ft1791,0.9322
ft1792,0.9363
ft1793,0.9611
ft1794,0.8866
ft1795,0.9837
ft1796,0.8847
ft1797,0.9633
ft1798,0.8847
ft1799,0.9676
ft1800,0.8123
ft1801,0.9639
ft1802,0.8562
ft1803,0.9788
ft1804,0.9546
ft1805,0.9168
ft1806,0.9843
ft1807,0.8784
ft1808,0.9833
ft1809,0.9362
ft1810,0.9729
ft1811,0.8962
ft1812,0.9785
ft1813,0.9772
ft1814,0.9667
ft1815,0.6401
ft1816,0.909
ft1817,0.9418
ft1818,0.8452
ft1819,0.9738
ft1820,0.9608
ft1821,0.9359
ft1822,0.8457
ft1823,0.952
ft1824,0.8812
ft1825,0.9455
ft1826,0.9332
ft1827,0.9554
ft1828,0.9782
ft1829,0.7683
ft1830,0.9083
ft1831,0.8193
ft1832,0.7304
ft1833,0.9294
ft1834,0.5716
ft1835,0.9814
ft1836,0.9526
ft1837,0.9835
ft1838,0.9569
ft1839,0.8762
ft1840,0.9312
ft1841,0.9182
ft1842,0.7068
ft1843,0.959
ft1844,0.8589
ft1845,0.8527
ft1846,0.9687
ft1847,0.9302
ft1848,0.9495
ft1849,0.691
ft1850,0.6037
ft1851,0.9223
ft1852,0.9835
ft1853,0.8625
ft1854,0.9582
ft1855,0.6539
ft1856,0.933
ft1857,0.8718
ft1858,0.913
ft1859,0.7402
ft1860,0.9177
ft1861,0.9759
ft1862,0.9116
ft1863,0.8704
ft1864,0.9652
ft1865,0.9456
ft1866,0.9894
ft1867,0.8958
ft1868,0.9668
ft1869,0.8927
ft1870,0.8158
ft1871,0.8878
ft1872,0.9643
ft1873,0.965
ft1874,0.9686
ft1875,0.8557
ft1876,0.972
ft1877,0.9723
ft1878,0.8203
ft1879,0.8442
ft1880,0.9508
ft1881,0.8805
ft1882,0.8531
ft1883,0.9474
ft1884,0.9616
ft1885,0.9405
ft1886,0.9649
ft1887,0.9734
ft1888,0.7758
ft1889,0.9363
ft1890,0.7976
ft1891,0.9845
ft1892,0.9483
ft1893,0.7687
ft1894,0.7146
ft1895,0.9032
ft1896,0.8677
ft1897,0.7848
ft1898,0.9692
ft1899,0.9207
ft1900,0.9086
ft1901,0.8346
ft1902,0.9366
ft1903,0.8691
ft1904,0.9376
ft1905,0.6283
ft1906,0.9825
ft1907,0.9851
ft1908,0.7241
ft1909,0.8204
ft1910,0.9271
ft1911,0.9475
ft1912,0.8695
ft1913,0.7155
ft1914,0.9783
ft1915,0.9703
ft1916,0.9488
ft1917,0.9249
ft1918,0.9345
ft1919,0.8103
ft1920,0.9483
ft1921,0.873
ft1922,0.6699
ft1923,0.9588
ft1924,0.9662
ft1925,0.9236
ft1926,0.9269
ft1927,0.9067
ft1928,0.9526
ft1929,0.9072
ft1930,0.9664
ft1931,0.9892
ft1932,0.9717
ft1933,0.9499
ft1934,0.9753
ft1935,0.9295
ft1936,0.9252
ft1937,0.8779
ft1938,0.8471
ft1939,0.9777
ft1940,0.9155
ft1941,0.3706
ft1942,0.8593
ft1943,0.9517
ft1944,0.8951
ft1945,0.2892
ft1946,0.9812
ft1947,0.8426
ft1948,0.9748
ft1949,0.9459
ft1950,0.854
ft1951,0.9069
ft1952,0.9605
ft1953,0.8499
ft1954,0.9501
ft1955,0.9735
ft1956,0.9362
ft1957,0.9803
ft1958,0.9215
ft1959,0.9508
ft1960,0.9489
ft1961,0.9904
ft1962,0.9704
ft1963,0.9389
ft1964,0.9462
ft1965,0.9722
ft1966,0.9061
ft1967,0.9719
ft1968,0.9738
ft1969,0.9341
ft1970,0.9267
ft1971,0.9426
ft1972,0.8155
ft1973,0.9807
ft1974,0.9151
ft1975,0.9693
ft1976,0.8684
ft1977,0.9337
ft1978,0.9204
ft1979,0.9228
ft1980,0.9074
ft1981,0.8446
ft1982,0.924
ft1983,0.8974
ft1984,0.921
ft1985,0.956
ft1986,0.9183
ft1987,0.9515
ft1988,0.9091
ft1989,0.9194
ft1990,0.9565
ft1991,0.9818
ft1992,0.9661
ft1993,0.93
ft1994,0.78
ft1995,0.9248
ft1996,0.9766
ft1997,0.9493
ft1998,0.9315
ft1999,0.9496
ft2000,0.916
ft2001,0.9234
ft2002,0.9409
ft2003,0.9262
ft2004,0.7488
ft2005,0.521
ft2006,0.9509
ft2007,0.8905
ft2008,0.8509
ft2009,0.8658
ft2010,0.9662
ft2011,0.9847
ft2012,0.9516
ft2013,0.9869
ft2014,0.6641
ft2015,0.9076
ft2016,0.9044
ft2017,0.8904
ft2018,0.9606
ft2019,0.9248
ft2020,0.8882
ft2021,0.9288
ft2022,0.9838
ft2023,0.9344
ft2024,0.8464
ft2025,0.9114
ft2026,0.8862
ft2027,0.9768
ft2028,0.9848
ft2029,0.7137
ft2030,0.8933
ft2031,0.9081
ft2032,0.9602
ft2033,0.9137
ft2034,0.486
ft2035,0.9851
ft2036,0.8736
ft2037,0.9082
ft2038,0.9881
ft2039,0.9888
ft2040,0.7945
ft2041,0.9124
ft2042,0.9836
ft2043,0.9135
ft2044,0.9512
ft2045,0.8889
ft2046,0.9199
ft2047,0.9544
